ESPUMA LIMPIADORA;1;26;28.75
ESPUMA LIMPIADORA MUEBLES MADERA;1;26;9
ESPUMA LIMPIADORA PARA COMPUTADORA;1;26;17.75
ETER ARRANCADOR;1;26;19
EXCELBASE MONOCAPA PREP;1;26;104
EXCELBASE PREPARADO;16;26;110.08
EXCELBASE PRIMER EBP7210;1;26;150
EXCELLO ESMALTE ALUMINIO;16;26;41.8
EXCELLO ESMALTE BLANCO;17;26;37.95
EXCELLO ESMALTE BLANCO ;1;26;34.5
EXCELLO ESMALTE NEGRO;1;26;162
EXCELLO ESMALTE NEGRO MATE ;1;26;34.5
EXCELLO LATEX;1;26;37.95
EXCELLO LATEX AZUL BANDERA;1;26;132.98
EXCELLO LATEX BLANCO;1;26;30.5
EXCELLO LATEX BLANCO;15;26;127
EXCELLO LATEX BLANCO CBT;1;26;30.5
EXPRESS LATEX;1;26;0.01
EXPRESS LATEX BLANCO;15;26;92
EXTINGUIDOR 10 LBS;1;26;20.5
EXTRA CLEANER DESINFECTANTE ;1;26;84.95
FERTILIZANTE BAYFOLAN;1;26;117
FERTILIZANTE BLAUKORN;1;26;41.2
FERTILIZANTE FORMULA 15-15-15 QQ;1;26;1.25
FERTILIZANTE FORMULA 20-20-20 QQ;1;26;26
FERTILIZANTE QUINTAL 15-15-15;1;26;29
FERTILIZANTE SULFATO;1;26;24
FERTILIZANTE UREA;1;26;24
FIJADOR DE ROSCA USO PESADO LOCTITE;1;26;36.72
FUNGICIDA ACROBAT;1;26;4.7
FUNGICIDA ALDABON 50 SC;1;26;11.9
FUNGICIDA COMPADUO 84 WG;1;26;23
GAS;21;26;63.51
GAS;6;26;6
GAS 134A;6;26;6
GAS 134-A;6;26;8
GAS DE CARGA ;6;26;11.25
GAS DE LIMPIEZA;1;26;15
GAS DE LIMPIEZA;6;26;6.25
GAS PIMIENTA;6;26;5.83
GAS PROPANO ;1;26;5.83
GAS PROPANO TROPIGAS;1;26;69.8
GAS R22;1;26;185
GAS R-22;22;26;36.5
GAS R-22;6;26;6
GREASE CLEANER GRADO ALIMENTO;1;26;85
HERBICIDA BASAGRAN;20;26;3
HERBICIDA BUNKER 480 SC;1;26;8.25
HERBICIDA CLOMIT 50 WG;1;26;15.5
HERBICIDA DIMAXINE 60 SL;1;26;36.73
HERBICIDA ELIMINA ® 60 SL ;1;26;1.5
HERBICIDA GLIFOSATO;18;26;27.6
HERBICIDA HEDONAL;1;26;2.75
HERBICIDA PARAQUAT CRIOLLO;1;26;42
HERBICIDA PARAQUAT RAINBOW ;1;26;5
HERBICIDA ROUNDUP ;1;26;18
HERBICIDA TORBAN;1;26;150
HLN ADHESIVO;1;26;26
IMPERMEAB SILICONIZER L;15;26;37
IMPERMEABILIZABLE LANCO;15;26;19.5
IMPERMEAM. SILICONIZER LANCO;1;26;10.5
INSECTICIDA CONNECT;1;26;95
INSECTICIDA FIPRONIL;1;26;5.5
INSECTICIDA FOLIKIL;1;26;10
INSECTICIDA MONARCA;1;26;2.5
INSECTICIDA ORGANOSATO ;1;26;28
INSECTICIDA PYRIMETHA;1;26;11
JABÓN AJAX;1;26;2
JABÓN AXION;23;26;1.65
JABON LIQUIDO PARA MANOS EN SPRAY;3;26;33.02
JABÓN GENTIL HANDS;15;26;5.8
JABÓN PARA LAVAR;7;26;3
JET BOND SUPER LIJABLE;1;26;1.5
JOHNSON/ PLEDGE LIMPIADOR DE MADERA;1;26;28.25
KATANGA;1;26;6.2
KIT PROBADOR DE PH;1;26;28
LEJIA AL 6%;15;26;3.25
LEJIA AL 6% BIDON DE 5 GALONES;2;26;15.75
LIMPIA CARBURADOR;1;26;5.83
LIMPIA CONTACTO;1;26;8.5
LIMPIA PANTALLA;1;26;5
LIMPIADOR DE CARBURADOR;1;26;4.04
LIMPIADOR DE CONTACTOS 3M;1;26;10
LIMPIADOR DE CONTACTOS DIELECTRICO ;1;26;13
LIMPIADOR DE MANO ALCOHOL GEL;1;26;24
LIMPIADOR DE MUEBLE TUFF ;1;26;34.37
LIMPIADOR DE PANTALL;1;26;24.5
LIMPIADOR DE PARTES ELECTRICAS;1;26;5.75
LIMPIADOR DE RAD;1;26;10.74
LIMPIADOR DE SUPERFICIE;1;26;6.05
LIMPIADOR DECAPANTE PROFESIONAL ;1;26;4.9
LIMPIADOR DEL RADIADOR SUPER FLUSH;1;26;8.25
LIMPIADOR INTENSIVO KRM750;1;26;135.6
LIMPIADOR PARA ESCRITORIO;38;26;6
LIMPIADOR PARA VIDRIO;1;26;3
LIMPIADOR VARSOL GALONES;1;26;8.5
LIMPIADORES DE CARBURADORES;1;26;6
LIMPIADORES DE TURBO;1;26;7.5
LIMPIADORES PARA SERPENTINES;1;26;26
LIQUIDO D/ARRANQUE STARTING FLUIS;1;26;19
LUBEQUAT;15;26;7
LUBEQUAT SANITIZANTE DE PISOS;1;26;10.68
MASILLA FACIL LIJADO;16;26;102
MASILLA GRIS;15;26;13
MASILLA PARA TABLAROCA;1;26;25
MASILLA PLASTICA;1;26;14.1
MASILLA RAPIDO LIJADO;15;26;2.3
MATANCHA ;1;26;29
METALOSATE MULTIMINERAL;20;26;38
MONOCAPA COLOR;15;26;30
MURALLA DELTA;1;26;2.74
NITRO GRIS OSCURO;16;26;6
NITRÓGENO INDUSTRIA;1;26;60
NOBLEX;15;26;19
NOBLEX ALCOHOL GEL CON ALOE VERA;1;26;10.96
OXIGENO;21;26;26
OXIGENO;21;26;62
OXIGENO INDUSTRIAL;1;26;24
OXIGENO INDUSTRIAL 370 PC.;1;26;37.75
PASTA TERMICA DE ALTA CONDUCTIVIDA;1;26;32.9
PASTILLA DE HIPOCLORITO ;1;26;13.5
PEGA ROSCA;1;26;1
PEGA SUPER BLU;1;26;10
PEGA SUPER GLU;1;26;0.5
PEGA TANGIT ;1;26;0.5
PEGAMENTO 850 HB FULLER ;1;26;26.5
PEGAMENTO APOXY STEEL ;1;26;4.4
PEGAMENTO CONTACTO;16;26;6.3
PEGAMENTO P/ ROSCA 2;1;26;1.85
PEGAMENTO P/MADERA;1;26;4.15
PEGAMENTO PARA PVC 125ML ;1;26;14.5
PEGAMENTO PARA ZAPATAS ;1;26;6.95
PEGAMENTO POWERMIX ;1;26;13
PEGAMENTO PVC ;16;26;26.8
PEGAMENTO PVC LANCO ;1;26;3.25
PEGAMENTO PVC LANCO ;1;26;15.5
PEGAMENTO PVC TANGIT ;1;26;4.25
PEGAMENTO PVC WET DRY LANCO;1;26;32.95
PEGAMENTO Y ENDURECEDOR DE BANDA;1;26;9.25
PEGAMENTOS EPOXICO;1;26;150
PENETRANTE MARCA WD40;1;26;5
PENETRANTE WD;1;26;8
PENETRANTES;1;26;8.5
PERFECT-IT EX PASO ;1;26;3.5
PINTA DE AGUA DES. ;16;26;39.4
PINTA GAS;1;26;1.43
PINTURA ACEITE ;15;26;32
PINTURA ALUMINIO PRIMAVERA;15;26;22
PINTURA AUTOMOTRIZ;15;26;16
PINTURA AUTOMOTRIZ MONO CAPA NEGRO;1;26;6
PINTURA AUTOMOTRIZ PREPARADA;1;26;60
PINTURA B;17;26;10.1
PINTURA BLANCA BASE AGUA ;1;26;26
PINTURA BLANCA DURA B;17;26;6.7
PINTURA BLANCA PROMAVERA;1;26;31.5
PINTURA BLANCO;17;26;70
PINTURA CIL P;1;26;8.7
PINTURA CLASICA ACRILICA CORONA;17;26;113
PINTURA DUCO BLANCO;16;26;12
PINTURA DURA BLANC;1;26;26
PINTURA DURA BLANCO ;17;26;99.75
PINTURA EN AEROSOL,;1;26;2.65
PINTURA ESMALTE NEGRO;16;26;7.75
PINTURA HIGH STANDARD LATEX;1;26;7.6
PINTURA MONOCAPA ;1;26;25
PINTURA MONOCAPA PREPARADA CATERPILLAR;15;26;25
PINTURA NEGRA MONO CAPA SHERWIN;1;26;37.5
PINTURA P/TRAFICO ;15;26;27
PINTURA PARA TRAFICO ACEITE A;1;26;36.25
PINTURA ROJA PARA ALTO TRAFICO;1;26;55
PINTURA SUR ACRILICA ;17;26;32
PINTURA SUR ACRILICA LATEX;15;26;144
PINTURA VINILICA PRIMAVERA;1;26;31.5
PLAGUICIDA MIREX;1;26;2
PROTECTOR ANTIGRAVA NEGRO;1;26;35.15
PUNTURA AUTOMOTRIZ BICAPA;1;26;18.5
QUIMICO REMOVEDOR DE EMULSION;15;26;16.74
RECINA;39;26;3.5
RECINA;20;26;23
RECINA CON CATALIZADOR E;1;26;6.5
REDUCTOR UNIVERSAL;16;26;15
REDUCTOR UNIVERSAL;16;26;60
REDUCTOR UNIVERSAL EXCEL B;1;26;29.6
REDUCTOR UNIVERSAL R8KSA1 EXCELBASEMEDIANO;1;26;38.11
REFRIG. ZXEDRU1;15;26;11.4
REFRIGERANTE;18;26;14.13
REFRIGERANTE;1;26;12.86
REFRIGERANTE 10W30-1L;20;26;6.5
REFRIGERANTE 5W30SYN-5L;15;26;17.89
REFRIGERANTE ABRO;1;26;3.5
REFRIGERANTE ESP;17;26;31.5
REFRIGERANTE ESP. ;15;26;65.17
REFRIGERANTE L-24325;15;26;26
REFRIGERANTE P/ RADIADOR ;1;26;2.25
REFRIGERANTE PARA RADIADOR CATERPILLAR;1;26;112
REFRIGERANTE R-134-A GENETRON;1;26;5
REFRIGERANTE VERDE ABRO;1;26;4
REFRIGERANTE ZEREX;1;26;13.96
REFRIGERANTE ZEREX;1;26;12.86
REMOVEDO;15;26;22.5
RESINA 15;1;26;26.48
RESINA LACA BLANCA 1129 GLN JET;1;26;15
RESINA LACA NITROCELUCOSICA;1;26;17
RINSO;19;26;18
ROLLO TIRRO AUTOMOTRIZ;1;26;3.5
ROYAL BLEACH LEJIA;15;26;70
ROYAL BLEACH LEJIA;2;26;150
ROYAL BLEACH LEJIA;1;26;2.3
ROYAL FLOOR;1;26;7
ROYAL FLOOR DESINFECTANTE P;1;26;40
ROYAL FLUOR:;15;26;14.13
RUBBING COMPOUND SAND BRIGTH;1;26;58.5
SABO DUSTER / AIRE COMPRIMIDO;1;26;14.28
SABO DUSTER/ AIRE COMPRIMIDO;1;26;12
SELLA ROSCA ROJO;1;26;3
SELLADOR JET;1;26;4.96
SELLADOR LIQUIDO;1;26;6.75
SELLADOR LIQUIDO CON COBRE ;1;26;6.75
SELLADOR SILICON MULTIUSOS T;1;26;3.95
SELLADOR SUPER CONC. NITRO;16;26;27.6
SELLADOR SUPER CONCENTRADO;1;26;7.26
SELLADORES P/PIEDRA;1;26;5
SIKA ANTISOL ;1;26;7
SIKA FLEX 1 A GRIS CARTUCHO;1;26;6.9
SILICON 5699;1;26;5.56
SILICON GRIS LOCTITE;1;26;6
SILICON NEGRO PERMATEX;1;26;4.5
SILICON PARA FAN CLUTCH;1;26;15.83
SILICON PERMATEX;1;26;6
SILICONE SISTA ECON SUPER/TRANSP ;1;26;3.75
SILICONE SISTA ECON. SUPER;1;26;3.5
SILICONES PARA SELLAR;1;26;8
SILICONIZAR BLANCO GLN ;1;26;19.5
SM. WALL MASTER ACCENT ;1;26;35
SOBRES CLOMIT;1;26;3
SODA;19;26;90
SOLUCION DE LIMPIEZA A TANQUE PARA DIESEL;1;26;8.85
SOLVENTE MINERAL ;1;26;9.6
SOLVENTE MINERAL.;15;26;27
SOLVENTE MONOCAPA ;16;26;6
SPRAY;1;26;3
SPRAY ALUMINIO PRETUL;1;26;3.5
SPRAY AMARILLO C.3274;1;26;3
SPRAY BOSNY;1;26;5.25
SPRAY CONTACT CLEANER ;1;26;10.11
SPRAY COOPER;1;26;9.5
SPRAY EASY;1;26;3.5
SPRAY ETER ARRANCADOR;1;26;6
SPRAY LIMP CARBURADO;1;26;3.9
SPRAY NEGRO C.2100;1;26;2.25
SPRAY NEGRO MATE TRUPER;1;26;3.5
SPRAY RED FOX FLUORESC ;1;26;4.7
SULFATO DE COBRE;1;26;4.75
SUPER COA;1;26;27
SUPER GLUE;1;26;0.5
SUPER PENETRANTE PERMATEX;1;26;4.5
SUPER PENETRANTE PERMATEX ;1;26;4.5
SUPRA LATEX ACCENT;1;26;123
SUPRA LATEX ACCENT;1;26;28
SUPRA LATEX BLANCO;1;26;29.5
SUPRA LATEX BLANCO VA950-2 CBT;1;26;120
SUPRA LATEX DEEP;1;26;120
THINNER ;15;26;6.5
THINNER ACRILICO GL R7K203;1;26;13.65
THINNER CORRIENTE;1;26;5.95
THINNER INDUSTRIAL;15;26;35
THINNER SIN EMBASE;1;26;4.6
TINTE CEDRO ;39;26;20
TOTAL LATEX;1;26;10
TRANSPARENTE EBT;1;26;69.3
TRICLORO GRANULADO;17;26;12.5
TRICLORO GRANULADO;17;26;104.86
TUBO PERMATEX ;1;26;5.5
ULTRA SOLV #03 REDUCER;16;26;91.63
ZOMPOPICIDA MIREX X;1;26;5
CERA LIQUIDA;7;26;7
CREMA DESENGRASANTE P/MANOS;38;26;3
 NOSTRILA SPRAY NASA;1;27;4.6
ACERTAR;1;27;31.2
ACETAMINOFEN JARABE;1;27;1
ADEMAR C ADULTO;1;27;3.4
ADEMAR C INFANTIL;1;27;3.25
AERO MED COMPOSITUM;1;27;4.09
ALBENDAZOL;1;27;0.14
ALCOHOL;15;27;13
ALERKEM JARABE;1;27;1.5
AMOXICILINA CAPSULAS;1;27;8.5
AMP CLORENIRAMINA MALEATO ;1;27;0.98
ASPIRINA PARA NIÑO;1;27;9
ATENOLOL;1;27;10.43
AZITROPAN;1;27;17.48
BEDOYECTA;1;27;3.3
BETA 2 PAN VIAL;1;27;8.06
BIOMKIM 500 MG/2L;1;27;3.57
BROMURO;1;27;5.6
CALCIO;1;27;4.5
CALOX AMOXICILINA / ACIDO CLAVULANICO 875 MG;1;27;20.97
CALOX AMOXICILINA/ACIDO 400 MG;1;27;14.34
CARBOTUSSIN SOLUCION ORAL;1;27;6.46
CARVEDILOL;1;27;0.52
CEFADROXANATS SUSPENSION;1;27;4.6
CLINDAMICINA;1;27;0.6
CREMA COMBINADA;1;27;2.5
CROMICO;3;27;12
DEXA + DICLOFERN AMPOLLA;1;27;8.95
DISAGASTRIC SUSPENSION;1;27;6.08
DOLOXANIDA;1;27;7.7
ECTOBULL;1;27;30
ESTERMAX;1;27;16.42
ETILIPO;1;27;14.41
FEMEXIN;1;27;3
FERROVITALON PLUS;1;27;4.25
FERRUM;1;27;12.46
FLATULEN GOTAS PEDIATRICAS;1;27;4.33
FLORAMYCES DISPENSADOR;1;27;48.89
FRASCOS DE AMOXICILINA;1;27;2.5
GENTAMICINA GF INY;1;27;1.7
JABON QUIRURGICO;15;27;45
KETOCONAZOL CREMA;1;27;1.75
LEFLOX;1;27;15.2
LEVONORGESTRE;1;27;3.85
LHIVERMECTIN;1;27;30
LOMZOL SUSPENSION;1;27;1.56
LORATADINA;1;27;12
MECLORANAT´S;1;27;4.8
MECLORANATS;1;27;4.8
MEGA PSYLLIUM;1;27;6.51
MELATONINA;1;27;10.96
MICONIL GOTAS;1;27;3.83
MONTELUKAS;1;27;22.4
NAPROXENO;1;27;0.32
NIC CAJA;1;27;9
NIC SUSPENCION;1;27;11.17
NOVULAR SOLUCION INYECTABLE;1;27;4.4
OJO DE AGUILA;1;27;2.35
ORFENAFLEX;1;27;1.92
OTIK GOTAS;1;27;3.05
PENICILINA BENZATINICA;1;27;2.75
POLGYCOLIC;3;27;25
PONTEX SUP NUTRI;1;27;12
QUISTAMEB;1;27;134.43
SALBUTAMOL 100MCG BECLOMETASONA;1;27;6.4
SALBUTAMOL 100MCG INHALADOR;1;27;2.81
SSN;19;27;2.26
SUERO ORAL PROVIT VITAMINADO;1;27;6
SUPERSAN;1;27;3.65
TAB CARBAMAZEPINA;1;27;0.23
TOBRAMICINA;1;27;8.1
TOTALVIT CRECIMIENTO;1;27;2.5
TRISULFA FORTE;1;27;25.92
TRISULFA SUSPENSION;1;27;4.68
TUSIVANZ COMPUEST0;1;27;4.73
VEGINSOL;1;27;10.42
VITALIVER FORTE;1;27;16.51
VITAMINA;1;27;12.01
XICONEUTRA;1;27;8
ZONAKER SOLUCION;1;27;11.18
TUBO;1;28;50
LLANTA;1;28;525
LLANTA 11R22.5;1;28;315
LLANTA 11R22.5 DIRECCIONAL SUNFUL;1;28;178
LLANTA 195R-14 SUMITOMO;1;28;85
LLANTA 205 R14 DUNLOP;1;28;110
